tweet,sentiment,Subjectivity
friend fodpanda happened decided share people,1,0.0
fraudzomato zomatocheater beware waste money zomato gold,0,0.0
wtf stupid fodpanda ads fucking annoying shit,0,0.925
lemon mint amlajuice healthy homemade madrascafe kingcircle organic southindianfod fodblogermumbai,2,0.5
worst customer service fodpanda india still say_farewell kindly refund,0,0.95
action taken sarjapur road branch update swigy refus,2,0.1
bad payment gateway service money deducted bank account order plac,0,0.6666666666666666
care swigy promised amp refuse refund,1,0.0
better use zomato fodpanda sucks cant reply,2,0.4
serving quality food always priority please allow us chance look matter,1,0.0
hey basant please share concerned order id get checked mrd,1,0.0
tape supplied swigy counter boys,1,0.0
worst service food got cancelled waiting hours amp supo chat says wait,0,1.0
action response chai point customer service worst,0,0.55
get concern regarding failed payment swigy order via amazon pay supo,0,0.3
moneysavedmoneyearned gold member saving food drinks offers lik,2,0.0
payment done redirected order divest received,1,0.0
mistake goes show terrible zomato services become thinking upgrading,0,1.0
yes delivery boys managing days,1,0.0
delivery service terrible ordered food india zomato person delivered,0,1.0
well thought zomato staed ago good wrong,2,0.75
strong independent feminist woman even days amp helpless alone woman odd days comes paying people,2,0.36944444444444446
please ask executives misbehave agony aunts counselors need managers,1,0.0
zomato good long list restaurants fo,2,0.5
want delete fodpanda account,1,0.0
hike fuel charges place park charges digital payment whatsap forwards zomato swigy yar,1,0.0
ravin please share digits zomato order number could get soed mrd,1,0.0
checked packet order number packet hence fault zomato,1,0.0
hi fodpanda inform ordered ice cream fp driver gan kumar,1,0.0
fail money matter waisting time amp friends thx fodpanda,0,0.29999999999999993
ordered via kfc ap delivery service zomato,1,0.0
terrible service experience ever paid experienced frustration,0,0.95
ignore happening worst services fodpanda unable login,0,0.75
trust fodpanda worst delivery ap banned account without,0,1.0
ordered via kfc ap delivery service zomato want share detail,1,0.0
second consecutive day delivery boy called said met accident swigy,1,0.0
behrouzbiryani ordered mutton biryani swigy piece hard plastic definitely,0,0.5208333333333333
hello hemant realize upset could please tell us happened like help please,1,0.0
thursday feels like friday jar goodness tag freakin freakshake lover know,1,0.0
worst service fodpandai ignore much complaint still working people use,0,0.6
rare incident query delayed delivery followed badly behaved rider followed lousy cu,0,0.6888888888888888
zomato order delivery guy said deliver food please refund money back,1,0.0
poor service still money refunded,0,0.6
fodpanda sucks worst delivery hours shared rider details yet,0,0.65
superb swigy refused deliver order point want pamper refund,2,1.0
food card accepted swigy,1,0.0
yes weird please refund money veryporservice,0,1.0
ordered kadhai paner fodpanda pm order taken sunset desires khar pm call restaura,1,0.0
make joke ur customer letting starving midnight order,1,0.0
hey aditya terrible mistake calling asap get soed end mrd,0,1.0
contact issue restaurant owner picking call fodpanda replying,1,0.0
would like inform fodpanda pakistan unable access order,0,0.5
order spoiled order received without packaging executives gauravon,1,0.0
unprofessional rude zomato better,2,0.55
never going order ur ap try convince use ap pathetic service,0,1.0
far remember issue zomato jobless,2,1.0
order sealed broken order received assistance provided swigy,0,0.4
please look please,1,0.0
placed order pm hour still leave order,1,0.0
hi nikhil apologies inconvenience getting checked reaching asap mrd,1,0.0
think woh ordering food zomato takes long deliver food,0,0.4
okay waiting response need swigy help next order,2,0.25
order swigy care quality quantity food,1,0.0
fodpanda craving working promocode upto rs th sept,1,0.0
zomato gold changed tampcs gold membership unlocked pl audacity pu,1,0.0
user zomato right let know fact,2,0.5357142857142857
bro fodpanda coupons,1,0.0
vadiki call chesi thidthe coupon isthadu swigy lo,1,0.0
ordered two times today fodpanda however time say_farewell,1,0.0
fodpanda lo book chesi swigy ki call che,1,0.0
ush swigy lo cancel chesthe thidthe chalu,1,0.0
swigy provides resolution dinner swigy respond tomorrow,1,0.0
awsome service swigy shit total shit delivers chicken ordered veg proper response,0,0.6799999999999999
hyderabad valu em chesaru ra labe,1,0.0
sir need help executives keep_quiet us cant tolerate thi,1,0.0
check latest blog posts,2,0.9
ordered pizza dominos people unable track order dis connected chat,0,0.5
highest level disgust staed using fodpanda last one month neither,1,0.06666666666666667
zomato seems guys uncertain handle,1,0.0
review zomato boyanaresh worestdeliveryservice,1,0.0
fodpanda upto rs users code craving,1,0.0
tried every way possible paner swigy cafe would great someone sends link,2,0.875
something wrong food deliveries days yesterday zomato guy delivered food,0,0.9
swigy pathetic service wait hour ten minutes get food delivered hilarious,0,0.6666666666666666
team swigy refunds actions pending yesterday day yesterday hrs,1,0.0
brilliant read great job used pop really great feature,2,0.8333333333333334
hi thank showing interest collaborating us request kindly share yo,2,0.9
pure vegetarian great filter mostly use tuesdays order food zomato,2,0.5833333333333334
hah happened many times unbelievable trying unethical ways capture mar,2,0.75
hey join zomato gold get food drinks also get using referral code amri,1,0.0
zomato swigy sta delisting restaurants without fsai licence economic times via,2,0.2
ordered uber eats came tag swigy even,1,0.0
zomato wont let cancel order even tho im away ordered mistake fs,1,0.0
restaurants ke pass usually swigy ka tape hota abundance mein restaurants packing,0,0.25
love themaplerom appreciate review one sites google gt,2,0.6
menu location memory pretty close,2,1.0
jsquared minimum spend new customers cashback minimum spend existing customers food,2,0.45454545454545453
false customers staed new cheating tactics giving false complaints food qu,0,0.5515151515151514
hey please share order id could get checked mrd,1,0.0
missed pa checking called supo number giv,1,0.0
hi happened care tell us please dm us order id could follow tea,1,0.0
near im disapointed using swigy ap today differ zomato,2,0.4
swigy hiring commie cdp chefs chinese indian conti hyderbad,1,0.0
hate become hrs lodge complain incomplete food delivery response,0,0.9
hi really seek supo help us resolving matter soon sharing order id via,2,0.2
great service zomato order food around hrs promised delivery time hrs still waiting,2,0.75
yeah well said one good point covers bad points india providing custo,2,0.6333333333333333
shocked see without delivering food happen got call jetbharatzomato,0,0.8
ashame pathetic service order restaurant confims order undelivered till hr restaurant called,0,1.0
hey shubham apologies mess please share order id us,0,0.175
order id order id please fix issues till time,1,0.0
love creoletomateaux appreciate review one sites google gt,2,0.6
ant financial gets right largest stakeholder zomato india staups,2,0.26785714285714285
swigy city business head,1,0.0
time taken connect swigy customer care executive longer getting food delivered via deli,1,0.0
sr order delivered even asked settlement ur brand,1,0.0
hey punet really unacceptable please share order number checked mrd,2,0.2
teach chat supo executive something replying sorry,0,1.0
would sometime really soon,2,0.2
really sorry inconvenience vivek fuher escalate matter relevant depa,0,0.95
hey realize upset could please tell us happened like help team fodpan,1,0.0
today came know scam zomato well many restaurants listed websitei orde,2,0.5
happy ganesh chatuhi order online swigy amp enjoy flat off ice cream kulfi,2,0.5416666666666666
gon na first last order lunch using fodpanda aps dehek,2,0.19999999999999998
fodpanda logs lakh order day deliverylogistics fodelivery food logistics,1,0.0
thancosicecreams thancosnaturalicecreamsvijayawada thancosnaturalicecream thancosnaturalvijayawada,1,0.0
delivero serves apac expans via taiwan taipei fodpanda delivero wilshu fodelivery,1,0.0
yeah hot lot deliveries fromzomato,2,0.8500000000000001
best dating zomato swigy fodpanda uber eats,2,0.3
look review el rancho powai food yumymumy fodporn fodfantasy,1,0.0
thing submitted sql injection zomato fixed said vulnerability,2,0.2
order food online romeos pizza online pizza restaurants lucknow food delivery zomato home,1,0.0
resto kalkbaysuperb space cc capetown travel tourismpas food,1,0.0
zomato cheater enter percent offer link order telling cash delivery,1,0.0
ola bhavish agarwal wants another bite india usd million food delivery market first one ola cafe,2,0.21666666666666667
time need educate delivery agents brand,1,0.0
feedback yesterday meeting delivery boy kept calling address solution plea,1,0.0
feedback yesterday meeting delivery boy kept calling address sol,1,0.0
mc² energy milkcofe² mondaymotivation,1,0.0
wow timing already two meals since ordering fodpanda real,2,0.65
similar viewpoint days ago maybe guys,1,0.4
experience swigy best phone calls time tracker good,2,0.45000000000000007
please check,1,0.0
ola bhavish agarwal wants another bite india usd million food delivery market firs,2,0.1
peacefully trying watch video youtube zomato ad,2,0.5
chinese travel company ctrip may invest mn zomato register,1,0.0
placed orders yesterday id st nd st acepted amp cancelled restaurant nd ace,1,0.0
eah looking rider better get refund asap fodpanda,2,0.5
placed orders yesterday id st nd stacepted amp cancelled restaurant ndnot accept,1,0.0
customer supo never checks orders delivered st,1,0.0
review chocolate room sector,1,0.0
hope arrest problem turns major disaster delivery exec,2,0.25
get discounts zomato gold membership uae use promo code,1,0.0
zomato care really acts hollow promises,2,0.125
zomato users furious gold membership usage gets tweaked ap,1,0.0
clearly understand concern concern members intimated,2,0.3833333333333333
accountability newage swigy,1,0.0
ive fodpandaing whole week food bec im tapol going eat,2,0.4
enjoy fingerlicking goodness flat first orders fodpanda add extra rs tc,2,0.26458333333333334
fodpanda taken mcdelivery,1,0.0
ridiculous large fleecing customers disgusted,0,0.8095238095238096
wishing happy ganesh chatuhi swigy family,2,1.0
eating healthy looks good smoothie factory wishes hapyganeshchatuhi smothiefactorymumbai,2,0.55
nonskipable ad driving rapidly arms swear heard term zomato,1,0.0
zomato tipping option genius written,1,0.0
look review london taxi kamala mills compound mumbai,1,0.0
nonskipable ad driving rapidly arms swear heard term,1,0.0
asalu timing bhaya swigy ah vamo english lines awesome asalu asalu,2,0.5
plz initiate action engaging organised loot cus,2,0.39999999999999997
asalu timing bhaya swigy ah vamo english lines awesome asalu asalu paintin,2,0.5
android try using youtubevance freaking ads anymore,1,0.0
wishing happy ganesh chatuhi swigy family ganeshchatuhi ganpatibapamorya,2,1.0
pretty weird used experience experienced dad placing second order swigy,2,0.725
id blocked pls check,1,0.0
understand swigy delivery system delivery guy near home,2,0.4
french rosé weather calling cotesdeprovence frenchrosé frenchwine alaboufe,1,0.0
hihad bad day fodpanda orders cancelled orders placed refunde,0,0.6666666666666666
put order id still action taken,2,0.1
pricey matlab ask zomato gold doge,1,0.0
got call ur team sugestns nd resolutions given like corrupt economist,0,1.0
bhavish agarwal prompt delivery key issue,1,1.0
ord snacksjoint bnglr found plastic strands sandwich hoping dt dz sm hygiene check onb,1,0.0
hi harprit apologies mess kindly share order details,2,0.5375
may ganesh chatuhi marks arrival love peace amp wealth home life coral brown wishing,2,0.6
jhansifodie jhansi zomato pavbhaji rs lovely tasty awsomse yummy sweet delicious,2,0.7999999999999999
rised issue regarding fake unhygienic restaurants listed zomato th aug still ur te,0,1.0
yeah drink much friend amp split quaer first amp peg live,2,0.3444444444444444
hi lisa escalated complaint concern team get investigate,0,0.2
yup places meant drinking,1,0.0
order requested chat restaurant call back,1,0.0
days left year panering fodpanda bring best deal,2,0.15
happy read taking steps towards cutting plastic cutlery home,2,0.95
swigy complaint last order please come dm,0,0.13333333333333333
guys change zomato gold policy one purchases cheating customer,1,0.0
review fodpanda sudhinshaba patheticservice,1,0.0
photo dili wheels hauz khas making hungry,1,0.0
rupee amazon pay idle refund,1,0.0
decide eat lunch today try wholesome veggie wrap tasty fries make way arshi,1,0.0
ur lack list fakeilegal unhygienic listed zomato trying delist ki,1,0.0
restaurant menu ludhiana buffet fnagri fbar cafe lounge fashionbar kresos djrinks club night kitty,1,0.0
find restaurant zomato dili wheels hauz khas,1,0.0
followers,1,0.0
wow dish swigy made promise action matter health,2,0.55
order dosa sambhar chutney came order serve zomato return money,1,0.0
sambhar chutney dosa well clearly essence missing ge,0,0.21666666666666665
unable order product account,0,0.5
got newspaper today ap disprove offers marketing gimmick,2,0.0
well little gimmicks last kindly dm us contact number,2,0.48888888888888893
says pm checking ap since offers never came pointed,2,0.0
well least got order ordered fro,0,0.4
keep getting fodpanda driver probably keeps wondering feed one chinese girl pets,1,0.0
yo added veg protien veggie delight salad ordered via leave,1,0.0
falling great food detect,2,0.75
looks like swigy doesnt want improve still showing fresh menu pure,2,0.5
sell kidneys though,1,0.0
buy kidneys though,1,0.0
absolutely big nuisance say least,0,0.25
course someone aplelaunch apple,1,0.0
always championing topical content,1,0.05
ever met problem cheese could solve need cut cheese diet sending cheesy motivatio,0,1.0
hungry swigy travel uber movie netflix phone flipka world instant gratification investment buy,1,0.6666666666666666
fodpanda spoilt day inconvenient ride spill drink amp promise collect,0,1.0
may lord ganesha fill home prosperity foune best wishes ganesh chatruhi light house,2,0.5
delivery kings wishes happy ganesh chatuhi deliverykings fredelivery fastestdelivery swigy zomato,2,1.0
usual froti killing zomato joined league lalbaugcha raja mumbai ganesh mandal,0,0.25
considering zomato penchant tricking customers food servings probably irrespective hun,1,0.0
kindly look matter,2,0.9
ive asked refund ive also drama im disappointed customer whos,0,0.75
option opt cutlery order nither zomato delivery people,1,0.0
perfectly fine isnt justified order swigy,2,0.7
agredzomatoswigy deliver location whereas fp delivery guy says location area ha,1,0.0
oh time year brands staed sharing take recently launched apple sma phon,1,0.25
usual even care panda even management change resisting behavioural cha,0,0.25
use tagging bro uselesbeter avoid swigy,1,0.0
leave question saying cooking involved icecream,1,0.0
thank tasty ice cream time delivery door delivery go,1,0.0
promised social team last night neither zomato credit added till neithe,2,0.06666666666666667
happened order confirmed yesterday nothing till fodpanda,2,1.0
dear thank lovely gesture inspiring see take care loyal customers,2,0.8611111111111112
users checked eligibility amex cards say_farewell promised credits co,1,0.0
team wera food technology wishes hapyganeshchatuhi ganpatibapamorya ganeshchatuhi,1,0.0
ordered food swigy paying amazon pay say_farewell cashback email,1,0.0
piping hot fried donuts absolute favourites southern indian breakfast menu,2,0.5833333333333334
please call tolfre,1,0.0
team wera food technology wishes hapyganeshchatuhi ganpatibapamorya ganeshchatuhi werafods,1,0.0
working fodpanda code sept upto users coupon craving working restaurants,1,0.0
happened zomato tightness rules,1,0.0
referred zomato many friends august till date told ch,2,0.5
long zomato delivery guy boati good,2,0.5
hi surana much would like change experience please know tagged nei,2,0.2
hey send food hungry,1,0.0
rarely ever order swigy like services one time ordered something delivery guy going around,2,0.9
hi amit understand disappointment towards zomato gold services,0,0.4
zomato completely cheating customers day yesterday deliv,2,0.4
zomato completely cheating organization,2,0.4
zomato first something right zo,2,0.43452380952380953
zomato completely cheating organization refund,2,0.4
zomato completely cheating organization refund money,2,0.4
order amount debit request online order fodpanda,1,0.0
zomato yet paid harpic,1,0.0
yes days zomato cheating customers im,1,0.0
nailed genius mbastuf mba zomato apleiphone iphone marketingagency inboundmarketingm,1,0.0
foodie level zomato idle city still zomato cache greater instagram,2,0.5
vedge pure veg casual dining restaurant fun republic andheri west awarded best vegetarian restaurant,2,0.4666666666666667
thank reviewing us,1,0.0
weekend plans yet worry differ phew new options explore zomato gold avail,2,0.45454545454545453
recipe book cochin gets featured store yet time alongside swigy amp tomato good,2,0.6000000000000001
recipe book cochin gets featured store yet time alongside swigy amp tomato good stuff,2,0.6000000000000001
hey twitter please read nc instead business,1,0.0
worst service zomato delivered wrong food denied full compensation number call,0,0.8166666666666668
ordered food zomato ordered delivered swigy tag fyi,1,0.0
food panda ph review fodpanda fodpandaph onlinedelivery,1,0.0
growing together zomato swigy fodfohought togetherness fodlovers,1,0.0
happy ganeshchatuhi order swigy zomato uber reservations call us,2,1.0
ever get refund back fodpanda worstap olacabs,1,0.0
explore widest range delicious food pacific hotel dehradun call order via zomato paradise,2,1.0
vada pav authentic taste old dili dilionwheels order online delivery paners,2,0.475
even considering case weeks since,1,0.0
hi last order quantity less price paid completely unacceptable contacted ur,0,0.17777777777777778
check collection,1,0.0
worries everyone well aware zomato swigy happens competition,2,0.25
hi swapnil tried reaching registered contact number calls went un,1,0.0
face order even friends also faced,1,0.0
place pretty awesome nearby,2,1.0
fodpanda coming back awesome deals fodpanda offering get food rs rs,2,0.5
amazing offer got subway inrthanks guys,2,0.9
zomatousers furious gold membership usage gets tweaked ap zomatogoldcheater,1,0.0
⁦⁩ wrote spelling bhari print media outdoors campaign spelling mistakes modak,1,0.0
someone try let us know quick quickie working fodpanda,2,0.5
ordered pizza using due address issue dominos cancelled order never ge,0,0.375
keep getting fodpanda driver probably keeps wondering feed one chinese girl,1,0.0
zomatousers furious gold membership usage gets tweaked ap zomatogoldcheater zomatogold,1,0.0
oferslotforyou working fodpanda new code flat rs rs users first user,2,0.3042929292929293
ajaz khan angry reaction zomato food delivery service via,0,1.0
cheats offers food,2,0.0
respect order according swigy invoice paid throw amazonpay,1,0.0
poor delivery system irresponsible behaviour order wa,0,0.6
hi bawse really dematerialize,2,0.2
still working share,1,0.0
get ridiculous past less day orders cancelled restaurant,0,0.4388888888888889
replies include swigy deliveries zomato tape looks lik,1,0.0
first review zomato excited,2,0.5416666666666666
back roots authentic mango chia sundae delicious dese new menu thanks,2,0.48090909090909095
tricky question end dealing zomato customer service least twice month helpful,0,0.4
love swigy,2,0.6
point noted pm deliver,1,0.0
amazing customer service swigy better solving problems hear zomato,2,0.7
maybe restaurant people wrap whatever tape find eithe,1,0.0
hi anadi understand disappointment zomato gold services please,0,0.4
really sorry experience please shar,0,1.0
seems cooking something special kindly share,2,0.7357142857142858
free advice must hire agents like swigy great cus,2,0.775
work guys check profile rhea virmani time pull socks swigy,1,0.0
yeah happens kind breaks trust like trust zomato etc,2,0.9
fodpanda get food use code quickie link,1,0.0
agree ads differ mind ads like swigy,1,0.0
received order really guys,2,0.2
ameradeals fodpanda get rs food order minimum purchase required selected location,1,0.0
fodpanda loot get food rs rs first customers,2,0.3333333333333333
order placed theobroma due lack carry bag sent order back sent like,0,0.1875
fodpanda new users purchase coupon code timesfp offer valid new custome,2,0.45454545454545453
hey join zomato gold get food drinks also get using referral code sanj,1,0.0
fodpanda new users purchase coupon code timesfp offer valid new customers ge,2,0.45454545454545453
well want mess brownies getting checked reach asap,0,0.175
fodpanda get rs food order minimum purchase required selected location,1,0.0
update still waiting bad experience fodpanda,0,0.6666666666666666
fodpandaspecailoferscam trying copy model scam,1,0.0
hello ordered zomato order went dominos outlet like km away,1,0.0
alternate headline freeloaders get mad free shit gets taken away sad,0,0.72
well pizza clearly succumb kms apologies chaos kindly share,2,0.6416666666666666
fodpanda flat users offer code quickie,0,0.125
never use swigy customer service zomato dopethey helpful pretty puny ps,2,1.0
thanks rs ki edi echav ante,2,0.2
humans late capitalism,0,0.6
zomato order delivery guy said deliver food please refund money back scam,1,0.0
renewed gold service interest bothered respond queries,1,0.0
wow minutes route kilometers,2,1.0
treat customers wait mins chat get conectedi promi,1,0.0
calculating time speed distance formula th std flashback kindly share,2,0.9
fodpanda worst food ap ever used suckers recieve payment deliver st,0,0.9
hey shut company handle simple delivery order hrs late,0,0.47857142857142854
swigy food delivery happening ur customer supo items missing order,0,0.05
festivities great food go hand hand delivering doorstep order bowl zomato,2,0.75
cooking might differ use ice cream thinking,1,0.0
min gone rider still unassigned supo executive wont reply time,1,0.0
hello techglare quick quickie working team fodpanda,2,0.5
today placed order butter chicken included pieces chicken got deliver,0,0.95
swigy available mysuru btw,2,0.4
unable find pigybank feature ap help,0,0.5
want going use onwards want full name,2,0.55
biggest scams india vijaymalya niravmodi zomatogold dontfalforit cheaters,1,0.0
know popularity going popularity going unlike fodpand,1,0.0
aha also love hashtags humble suggestion zomatonechitingkiyahai,2,0.5
help update menu site,1,0.0
kindly default zomato already lost money without getting order delivered,2,0.9
disappointed service received would never recommend fodpanda anyone else,0,0.75
pcs bhakhri take per zomato description,1,0.0
without intimation fodpanda canceled order also unable connect customer care,0,0.5
hi apologies hassle details shal get checked earliest,1,0.0
coupon code bite,1,0.0
hey remember days ago guys guess ripped,1,0.0
hi swagat understand concern however made change offer choice,1,0.0
worst food delivery ap protest,0,1.0
shit platform ordered food got delivered hours delivered wrong,0,0.8500000000000001
top things refuses talk,2,0.5
cheats tnc signed gold,1,0.0
itni badi chindichor company ki delivery boy bhi swigy zomato ki use kai aur kabhi bhi time pe,1,0.0
worst ever service fodpanda delivery status food order cancelled st order hour half fodpanda,0,0.5833333333333334
gon na order popeyes zomato baek posted got distracted checked theyre currently close,1,0.4
keep cancelling order better use unlike swigy,2,0.5
look review burger brasserie andheri lokhandwala andheri west mumbai,1,0.0
hi anindya intention please dm detai,1,0.0
got call someone saying zomato asking get gold membership also,1,0.0
got call someone saying zomato asking get gold membersh,1,0.0
arjun frankly small sum spending time tha,0,0.4
agree wrong side rash driving seems,0,0.9
please try place order without voucher still idle req,1,0.0
swigy much better uber executive help totally disappointed ubereats badservice,0,0.625
minutes still trying deliver,1,0.0
quick like instant resolution polite coueous customer oriented,2,0.5833333333333333
swigy made fave dese place inservicable area,1,0.0
hi kunal sounds like lot lunch getting checked reach asap,1,0.0
want eat tepei fodpanda,1,0.0
placed order yesterday food stale tired initiated,0,0.6
cd sector salt lake kolkata ba,1,0.0
another order pending mins still delivery person assigned nodelivery fodpanda,1,0.0
sir need intervention leave proper supo team,1,0.1
city one restarunt availabel ordered item decline every timei called,1,0.0
introduced mom wonders fodpanda,1,0.0
use swigy swigy though times costly use services customer supo path,1,0.0
customers gold membership programme furious change limits number users tabl,1,0.0
order id order delayed min called swigyasked,1,0.0
swigy reacts like woke slumber swigys,1,0.0
made money,1,0.0
quick code still working min order,2,0.5
cheaters pray company face huge huge lose treat customers well,2,0.9
fodpanda discount coupons try one work quick quickie,2,0.5
happened twice two days fodpanda canceks order post payment use,1,0.0
dont want sta beginning call managerget detailsthen give,1,0.0
tired seeing biased lists whether let find token curated registries aka tcr help,0,0.7
worries got order guess technical glitch funny share,2,0.55
waste order fodpanda far far better umy,2,0.625
resolution swigy knows hav taken feedback eat,1,0.0
typo error resolution swigy knows hav taken feedback eat,1,0.0
opulent seating precious jewelry decorating walls jewel nizam hyderabad give te,2,1.0
explore widest range delicious food pacific hotel dehradun call order via zomato paradise rest,2,1.0
think way fodpanda decreasing customer base unable,0,0.75
long take though,0,0.4
facts whizo cafe follow us fodlover fodloverunite diet dietcha,1,0.0
facts whizo cafe follow us fodlover fodloverunite diet dietcha dietplan fo,1,0.0
business times last weekend rider supply greatest challenge singapore riders freelancers,2,0.5333333333333333
restaurants tried,1,0.0
absurd reason account blocked zomato money still th,0,1.0
absurd reason account blocked zomato,0,1.0
replying tweets msgs learn,1,0.0
since fodpanda staed serving vegetarian chicken,0,0.95
yesterdayi received call assuring issue resolved priority,1,0.0
reviewed earn rs per review writesharewin via,1,0.0
jazcash digitalizes fodpanda rider payments,1,0.0
idle get flat upto fodpanda use ola,0,0.125
get first meal zomato apply promo code prin checkout minimum order,2,0.3333333333333333
food panda cheats action must taken promoters,2,0.1
whenever get deliverofodpanda orders always make drink rider great see happy amp shit,2,0.85
pisces eservices pvt ltd dont con,1,0.0
offer dominos fodpanda even tries unable,0,0.45
food ordering company number keep,1,0.0
leave committed,1,0.0
damn huge hit genius mbastuf mba zomato apleiphone iphone,2,0.9
online cheating fodpanda ie piesces services pvt ltd gu,1,0.0
jazcash digitizes fodpanda rider payments,1,0.0
looks like guys want refund money one answers try inap chat never,1,0.0
well able survive idlydosarotidalsabzicurd rice etc normal day perfectly,2,0.7583333333333333
btw swigy order came sticker,1,0.0
see horrendous reply assistant want make money,1,0.0
wife zomato ac blocked order canceled running late inf,0,0.6
casual thing issue would issue packaging,0,0.8666666666666667
gt ordered food using ap delivered box ants brownie,1,0.0
marked yellow says standard preparation another message chat says rarely happens,2,0.375
dude ordered swigy paytm worked online please give chance get thi,1,0.0
thanks lack present issues check previous experiences zomato,2,0.12222222222222223
fodpanda delivery guy good looking,2,0.6000000000000001
hey man really sad hear please share order details us,0,1.0
sure definitely plz send personal msg reply details,2,0.562962962962963
service suck even getting delivery order marked delivered,2,0.6
kindly dm us details shal get checked asn,2,0.9
still leave response mails upload documents month,1,0.0
well able survive idlydosarotidalsabzicurd rice etc normal day perfectly practical,2,0.7583333333333333
jsquared minimum spend new customers cashback minimum spend existing customers fodpanda,2,0.45454545454545453
still leave response mails upload documents month regis,1,0.0
back fodpanda use code quick min amount misused yesterday make new account,2,0.3181818181818182
favourite kabs one call away great kab factory saket delivering favourite food,2,0.75
food channel shawarma fodpanda officially run reasons leave house,1,0.0
swigy order came sticker acquiring acquiring yo,1,0.0
already sent dm plz check replyasap,1,0.0
kudos sudden change ur gold policy nice way making sure ret,2,0.7962962962962963
familiar auh created equal comes deliveries try magnolia bakery,2,0.375
order number zomato bill added media main twee,2,0.3333333333333333
hi using lazypay account swigy made payment rs transaction details axi,1,0.0
zomato guy sir crossroads road take take road less travelled,0,0.06666666666666667
amazing experience thing beauty nice people make feel special,2,0.8238095238095239
hello cheaters far away fixing things least please refund money promi,0,0.7
working fixing things long time please least return money,0,0.4
unpredictable service persons unreliable service surly loose business becoming cho,2,0.7064102564102565
forget iphone zomato gold membership become expensive,0,0.7
type info want stale food delivered bad quality apse acha swigy wale dete,0,0.5833333333333333
every single guy bhai zomato gold ka id pass de na every single guy bhai ye itna expensive kyu kar diya zomato gold,0,0.3761904761904762
order pizza really reputed company today found service really bad,0,0.43333333333333335
fodpanda gives biggest discounts food love september,2,0.6
best thing restaurants checking adhar card show zomato gold id people literally milk,2,0.3
wish could enjoy delicious food middle online next ones wit,2,0.375
time shown mins still mins past never using swigy,0,0.25
disappointing twice days money deducted delivery dematerialize yet response fro,0,0.7
things learn lord ganesha pic,1,0.0
best thing restaurants checking adhar card show zomato gold id people literally milking,2,0.3
hey harsh evil hear mind sharing order number look vs,0,0.85
receipt reads delivered zomato funny happens,2,1.0
reference time uninstal fodpanda high hopes came back,2,0.26999999999999996
paners work volunteer basis come online whenever pleased hence,2,1.0
maestro straz center tampa tampa bay urbansponzomato,0,0.1
zomato gold used one person people table stupid policy,0,1.0
thanks sharing details reaching sholy,2,0.2
applied rule new subscriptions renewals instead forcing people put,2,0.45454545454545453
fodpanda new users loot upto rs jai promo code gosfsale dailydeal,2,0.45454545454545453
thanks swigy,2,0.2
atleast spare time resolve customer issues existing locationsit hours,1,0.0
anyone fodpanda mcdonalds bihday pls thank th september ya,1,0.0
pm order time pm knew space worst fodelivery ap,0,1.0
thank reviews zomato tel badaro rue georges catroux,1,0.0
hi received stale lava jar zomato chat supo responding ages please lo,0,0.5
food inclusive nothing exclusive fodpanda,1,0.0
vista visit zomato food village imbangalore satify diverse food cravings everyt,1,0.0
fodpanda service capital india hours order still delivered,1,0.0
worst customer experiance still waiting refund never gon na use service food,0,1.0
bad service replying customers,0,0.6666666666666666
refrain cheated zomato,1,0.0
anyone first time order fodpanda voucher,2,0.3333333333333333
zomato gold policy changed day purchased suddenly fleecing customers,1,0.5
hello fodpanda ordered noodles ap delivery boy updated delivered,1,0.0
noticed nonveg fodsouth indian chiken curry also marked veg swigy,2,0.6
ooh fodpanda city sad,0,1.0
ordered tea snacks received snacks neither restaurant delivery person accepting mistake wtf,0,1.0
woah india national drink missing stand silence share,0,0.05
make complete order snacks got cold coz restaurant promised send refused half hr,0,0.5222222222222223
wow theyre reunited ordering fodpanda clothes,2,1.0
zomato soon go discount offer eliminate discounted price resu,1,0.0
first zomato loses money never footing supoing restaurants,0,0.21666666666666667
want successful profitable like ubereats zomato launch online food ordering marketplace wit,2,0.95
kl privilege honestbe fodpanda grabfod apa lagi,1,0.0
still leave response mails upload documents month register new,2,0.45454545454545453
pm order time pm knew space worst fodelivery ap fodpanda,0,1.0
hey order done notificationsems like prank ola fodpanda,1,0.0
we accept credit card payments order online zomato restaurants use code grub get,1,0.0
one worst ap food delivery ordered fodpanda yesterday around aroun,0,1.0
still reply order marked delivered got yet one listening fake fodpanda,0,0.8
hi dine order placed swigy see options select delivery address,1,0.0
fodpanda flat orders upto code cravehour valid today,0,0.125
yes ordering food never simple order track response customer,1,0.35714285714285715
never ordering inap live chat crashes everytime lack number,2,0.5
new logo changes,2,0.45454545454545453
gimmicks sure well happened zomato gold subscriptions,2,0.8888888888888888
wtf ordered food panda getting delivery zomatoits one backened,0,1.0
wait wait wait people thought zomato paying restaurants free drinks free food huh um,2,0.8
always assumed zomato gold would bring people door restaurant offers someth,2,0.0
fodpanda android ap available skyandroid store,2,0.4
treat yesterday olive amp oil umhlanga full review zomato tripadvisor google go che,2,0.55
boring wrong many levels answer guys changed,0,0.7999999999999999
order dahi vadaorder cancelled hours someone imagine even also,1,0.0
response fodpanda repo regarding problem faced using fodpanda ap,1,0.0
